id,name,age,Isstudent,major,specialty,personalHistory,isInterview,introduction
5944,신동엽,61,0,물리학과,총무법무사무,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
5945,최은정,73,0,중어중문학과,영업판매무역,30,0,편안한 분위기에서 멘티들을 영업판매무역 분야로 이끌어드리겠습니다.
5946,박영희,64,0,정치외교학과,영업판매무역,30,1,멘티의 성장과 목표 달성을 위해 영업판매무역에서 함께 노력하겠습니다.
5947,최은정,71,0,경영학과,회계세무재무,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5948,이민수,67,0,통계학과,총무법무사무,30,1,30년 이상의 경력을 통해 여러분을 총무법무사무 전문가로 성장시켜드리겠습니다.
5949,최은정,66,0,중어중문학과,회계세무재무,30,1,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
5950,황지수,70,0,지리학과,의료,30,0,의료 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5951,조현우,68,0,통계학과,구매자재물류,30,1,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
5952,신동엽,85,0,미디어커뮤니케이션학과,IT개발데이터,20,0,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
5953,김철수,81,0,행정학과,고객상담TM,10,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
5954,정다은,68,0,철학과,서비스,10,0,세심함의 강점을 살려 저의 서비스 노하우를 알려드리겠습니다.
5955,이민수,78,0,영어영문학과,회계세무재무,20,0,멘티의 성장과 목표 달성을 위해 회계세무재무에서 함께 노력하겠습니다.
5956,장미정,62,0,수학과,운전운송배송,10,1,운전운송배송에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
5957,문지훈,68,0,수학과,마케팅홍보조사,10,1,편안한 분위기에서 멘티들을 마케팅홍보조사 분야로 이끌어드리겠습니다.
5958,신동엽,73,0,경제학과,상품기획MD,10,0,멘티의 성장과 목표 달성을 위해 상품기획MD에서 함께 노력하겠습니다.
5959,문지훈,66,0,건축학과,의료,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
5960,신동엽,85,0,정치외교학과,구매자재물류,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
5961,김철수,63,0,지리학과,디자인,20,0,세심함의 강점을 살려 저의 디자인 노하우를 알려드리겠습니다.
5962,신동엽,78,0,사학과,교육,10,0,편안한 분위기에서 멘티들을 교육 분야로 이끌어드리겠습니다.
5963,정다은,63,0,사학과,고객상담TM,10,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
5964,박영희,84,0,중어중문학과,IT개발데이터,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5965,최은정,74,0,철학과,공공복지,30,1,30년 이상의 경력을 통해 여러분을 공공복지 전문가로 성장시켜드리겠습니다.
5966,김철수,70,0,행정학과,총무법무사무,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5967,장미정,62,0,수학과,구매자재물류,10,1,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5968,황지수,81,0,사학과,기획전략,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5969,조현우,79,0,지리학과,총무법무사무,30,1,세심함의 강점을 살려 저의 총무법무사무 노하우를 알려드리겠습니다.
5970,신동엽,81,0,철학과,건설건축,20,1,건설건축 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5971,정다은,69,0,통계학과,고객상담TM,10,1,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5972,황지수,62,0,중어중문학과,IT개발데이터,10,0,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5973,조현우,76,0,경제학과,의료,20,0,멘티의 성장과 목표 달성을 위해 의료에서 함께 노력하겠습니다.
5974,정다은,86,0,사학과,금융보험,30,0,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
5975,이민수,83,0,컴퓨터공학,건설건축,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5976,황지수,82,0,지리학과,건설건축,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5977,문지훈,74,0,중어중문학과,마케팅홍보조사,20,0,멘티의 성장과 목표 달성을 위해 마케팅홍보조사에서 함께 노력하겠습니다.
5978,최은정,83,0,지리학과,운전운송배송,20,0,20년 이상의 경력을 통해 여러분을 운전운송배송 전문가로 성장시켜드리겠습니다.
5979,조현우,65,0,전기전자공학,운전운송배송,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5980,황지수,84,0,중어중문학과,고객상담TM,20,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
5981,정다은,60,0,영어영문학과,공공복지,10,1,세심함의 강점을 살려 저의 공공복지 노하우를 알려드리겠습니다.
5982,조현우,77,0,물리학과,회계세무재무,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5983,문지훈,60,0,기계공학과,인사노무HRD,10,1,편안한 분위기에서 멘티들을 인사노무HRD 분야로 이끌어드리겠습니다.
5984,조현우,74,0,국어국문학과,서비스,10,0,서비스에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
5985,이민수,81,0,전기전자공학,마케팅홍보조사,20,0,멘티의 성장과 목표 달성을 위해 마케팅홍보조사에서 함께 노력하겠습니다.
5986,신동엽,83,0,경영학과,미디어문화스포츠,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5987,박영희,66,0,수학과,고객상담TM,30,1,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
5988,신동엽,70,0,건축학과,IT개발데이터,20,0,20년 이상의 경력을 통해 여러분을 IT개발데이터 전문가로 성장시켜드리겠습니다.
5989,조현우,70,0,컴퓨터공학,생산,20,1,20년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
5990,황지수,69,0,경영학과,금융보험,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
5991,조현우,75,0,사학과,서비스,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
5992,이민수,76,0,미디어커뮤니케이션학과,회계세무재무,20,0,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
5993,정다은,73,0,물리학과,생산,10,0,멘티의 성장과 목표 달성을 위해 생산에서 함께 노력하겠습니다.
5994,조현우,82,0,지리학과,고객상담TM,30,1,멘티의 성장과 목표 달성을 위해 고객상담TM에서 함께 노력하겠습니다.
5995,김철수,79,0,전기전자공학,마케팅홍보조사,30,1,마케팅홍보조사에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
5996,신동엽,72,0,화학공학과,IT개발데이터,10,0,세심함의 강점을 살려 저의 IT개발데이터 노하우를 알려드리겠습니다.
5997,최은정,67,0,중어중문학과,운전운송배송,30,1,세심함의 강점을 살려 저의 운전운송배송 노하우를 알려드리겠습니다.
5998,조현우,69,0,행정학과,인사노무HRD,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
5999,정다은,61,0,철학과,총무법무사무,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6000,이민수,81,0,사학과,디자인,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6001,김철수,75,0,사학과,연구R&D,30,1,연구R&D에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6002,정다은,87,0,정치외교학과,의료,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6003,문지훈,81,0,국어국문학과,연구R&D,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6004,황지수,79,0,기계공학과,디자인,20,0,디자인에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6005,문지훈,61,0,건축학과,연구R&D,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6006,신동엽,80,0,영어영문학과,미디어문화스포츠,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6007,문지훈,73,0,국어국문학과,마케팅홍보조사,20,1,편안한 분위기에서 멘티들을 마케팅홍보조사 분야로 이끌어드리겠습니다.
6008,신동엽,74,0,물리학과,건설건축,10,1,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
6009,최은정,66,0,행정학과,인사노무HRD,30,0,30년 이상의 경력을 통해 여러분을 인사노무HRD 전문가로 성장시켜드리겠습니다.
6010,황지수,74,0,사학과,IT개발데이터,10,0,세심함의 강점을 살려 저의 IT개발데이터 노하우를 알려드리겠습니다.
6011,김철수,67,0,사학과,생산,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6012,박영희,74,0,수학과,서비스,30,0,서비스 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6013,신동엽,66,0,정치외교학과,고객상담TM,30,1,30년 이상의 경력을 통해 여러분을 고객상담TM 전문가로 성장시켜드리겠습니다.
6014,장미정,60,0,기계공학과,금융보험,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6015,장미정,81,0,경제학과,서비스,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6016,정다은,69,0,국어국문학과,상품기획MD,20,1,상품기획MD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6017,신동엽,64,0,통계학과,영업판매무역,20,1,편안한 분위기에서 멘티들을 영업판매무역 분야로 이끌어드리겠습니다.
6018,신동엽,64,0,사학과,생산,10,0,생산에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6019,김철수,66,0,화학공학과,의료,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6020,최은정,61,0,중어중문학과,공공복지,20,1,공공복지에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6021,최은정,68,0,화학과,마케팅홍보조사,30,1,30년 이상의 경력을 통해 여러분을 마케팅홍보조사 전문가로 성장시켜드리겠습니다.
6022,조현우,74,0,영어영문학과,미디어문화스포츠,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6023,조현우,84,0,전기전자공학,생산,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6024,장미정,79,0,화학과,디자인,20,1,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6025,박영희,82,0,화학과,생산,10,1,편안한 분위기에서 멘티들을 생산 분야로 이끌어드리겠습니다.
6026,장미정,66,0,지리학과,구매자재물류,20,1,20년 이상의 경력을 통해 여러분을 구매자재물류 전문가로 성장시켜드리겠습니다.
6027,신동엽,63,0,중어중문학과,운전운송배송,10,0,운전운송배송 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6028,김철수,75,0,지리학과,인사노무HRD,20,0,편안한 분위기에서 멘티들을 인사노무HRD 분야로 이끌어드리겠습니다.
6029,황지수,76,0,물리학과,총무법무사무,20,0,멘티의 성장과 목표 달성을 위해 총무법무사무에서 함께 노력하겠습니다.
6030,이민수,75,0,영어영문학과,인사노무HRD,30,1,편안한 분위기에서 멘티들을 인사노무HRD 분야로 이끌어드리겠습니다.
6031,박영희,74,0,기계공학과,디자인,30,0,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
6032,정다은,74,0,화학공학과,IT개발데이터,10,0,세심함의 강점을 살려 저의 IT개발데이터 노하우를 알려드리겠습니다.
6033,최은정,64,0,영어영문학과,총무법무사무,10,1,총무법무사무에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6034,신동엽,85,0,건축학과,운전운송배송,30,1,편안한 분위기에서 멘티들을 운전운송배송 분야로 이끌어드리겠습니다.
6035,문지훈,74,0,철학과,고객상담TM,10,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
6036,최은정,79,0,물리학과,서비스,30,0,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
6037,김철수,63,0,기계공학과,디자인,20,0,세심함의 강점을 살려 저의 디자인 노하우를 알려드리겠습니다.
6038,최은정,84,0,정치외교학과,영업판매무역,20,0,영업판매무역 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6039,신동엽,61,0,화학과,IT개발데이터,20,0,IT개발데이터 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6040,박영희,61,0,화학공학과,생산,20,1,생산에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6041,장미정,64,0,화학공학과,고객상담TM,20,0,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6042,김철수,82,0,건축학과,의료,20,1,멘티의 성장과 목표 달성을 위해 의료에서 함께 노력하겠습니다.
6043,신동엽,75,0,수학과,구매자재물류,10,1,멘티의 성장과 목표 달성을 위해 구매자재물류에서 함께 노력하겠습니다.
6044,최은정,76,0,화학과,서비스,30,1,편안한 분위기에서 멘티들을 서비스 분야로 이끌어드리겠습니다.
6045,문지훈,74,0,컴퓨터공학,미디어문화스포츠,20,1,멘티의 성장과 목표 달성을 위해 미디어문화스포츠에서 함께 노력하겠습니다.
6046,신동엽,86,0,컴퓨터공학,상품기획MD,10,1,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
6047,신동엽,65,0,사학과,구매자재물류,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6048,신동엽,63,0,화학과,기획전략,20,0,세심함의 강점을 살려 저의 기획전략 노하우를 알려드리겠습니다.
6049,정다은,60,0,수학과,기획전략,20,0,20년 이상의 경력을 통해 여러분을 기획전략 전문가로 성장시켜드리겠습니다.
6050,김철수,71,0,지리학과,교육,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6051,정다은,60,0,철학과,상품기획MD,10,1,상품기획MD에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6052,최은정,69,0,화학과,건설건축,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6053,최은정,82,0,화학과,마케팅홍보조사,30,1,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
6054,장미정,74,0,기계공학과,금융보험,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6055,황지수,66,0,컴퓨터공학,기획전략,20,0,세심함의 강점을 살려 저의 기획전략 노하우를 알려드리겠습니다.
6056,조현우,75,0,영어영문학과,고객상담TM,20,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6057,조현우,80,0,화학과,디자인,30,1,30년 이상의 경력을 통해 여러분을 디자인 전문가로 성장시켜드리겠습니다.
6058,최은정,87,0,행정학과,IT개발데이터,30,0,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6059,정다은,86,0,화학과,금융보험,30,1,세심함의 강점을 살려 저의 금융보험 노하우를 알려드리겠습니다.
6060,황지수,76,0,중어중문학과,미디어문화스포츠,20,1,세심함의 강점을 살려 저의 미디어문화스포츠 노하우를 알려드리겠습니다.
6061,조현우,70,0,사학과,마케팅홍보조사,30,0,세심함의 강점을 살려 저의 마케팅홍보조사 노하우를 알려드리겠습니다.
6062,박영희,76,0,철학과,생산,20,0,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6063,문지훈,81,0,행정학과,고객상담TM,30,1,고객상담TM 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6064,조현우,86,0,지리학과,구매자재물류,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6065,박영희,72,0,통계학과,영업판매무역,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6066,최은정,80,0,영어영문학과,인사노무HRD,30,1,인사노무HRD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6067,정다은,84,0,사학과,영업판매무역,30,1,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6068,신동엽,80,0,미디어커뮤니케이션학과,생산,30,1,편안한 분위기에서 멘티들을 생산 분야로 이끌어드리겠습니다.
6069,김철수,74,0,국어국문학과,교육,20,0,다양한 경험과 20년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6070,문지훈,70,0,전기전자공학,회계세무재무,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6071,최은정,73,0,경영학과,생산,20,1,20년 이상의 경력을 통해 여러분을 생산 전문가로 성장시켜드리겠습니다.
6072,정다은,67,0,경영학과,기획전략,20,1,기획전략 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6073,이민수,68,0,중어중문학과,연구R&D,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6074,정다은,78,0,국어국문학과,디자인,10,1,디자인 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6075,박영희,80,0,기계공학과,미디어문화스포츠,10,1,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6076,장미정,75,0,화학공학과,상품기획MD,10,1,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
6077,황지수,71,0,경영학과,총무법무사무,20,0,20년 이상의 경력을 통해 여러분을 총무법무사무 전문가로 성장시켜드리겠습니다.
6078,조현우,77,0,기계공학과,총무법무사무,30,1,멘티의 성장과 목표 달성을 위해 총무법무사무에서 함께 노력하겠습니다.
6079,김철수,62,0,물리학과,교육,30,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6080,이민수,79,0,지리학과,공공복지,10,0,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6081,정다은,72,0,경제학과,상품기획MD,30,1,편안한 분위기에서 멘티들을 상품기획MD 분야로 이끌어드리겠습니다.
6082,신동엽,81,0,물리학과,공공복지,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6083,장미정,67,0,지리학과,디자인,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6084,김철수,69,0,수학과,교육,30,1,편안한 분위기에서 멘티들을 교육 분야로 이끌어드리겠습니다.
6085,장미정,83,0,경영학과,건설건축,20,0,세심함의 강점을 살려 저의 건설건축 노하우를 알려드리겠습니다.
6086,황지수,69,0,수학과,상품기획MD,10,1,10년 이상의 경력을 통해 여러분을 상품기획MD 전문가로 성장시켜드리겠습니다.
6087,신동엽,61,0,화학공학과,영업판매무역,20,0,20년 이상의 경력을 통해 여러분을 영업판매무역 전문가로 성장시켜드리겠습니다.
6088,김철수,70,0,컴퓨터공학,기획전략,10,1,멘티의 성장과 목표 달성을 위해 기획전략에서 함께 노력하겠습니다.
6089,문지훈,75,0,철학과,회계세무재무,20,0,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
6090,이민수,75,0,철학과,생산,30,1,생산에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6091,이민수,73,0,경영학과,기획전략,10,1,멘티의 성장과 목표 달성을 위해 기획전략에서 함께 노력하겠습니다.
6092,문지훈,86,0,중어중문학과,의료,30,1,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6093,이민수,69,0,경제학과,회계세무재무,20,1,편안한 분위기에서 멘티들을 회계세무재무 분야로 이끌어드리겠습니다.
6094,조현우,66,0,철학과,서비스,20,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
6095,장미정,76,0,기계공학과,운전운송배송,10,1,10년 이상의 경력을 통해 여러분을 운전운송배송 전문가로 성장시켜드리겠습니다.
6096,김철수,77,0,미디어커뮤니케이션학과,교육,10,0,세심함의 강점을 살려 저의 교육 노하우를 알려드리겠습니다.
6097,문지훈,74,0,경영학과,구매자재물류,20,1,20년 이상의 경력을 통해 여러분을 구매자재물류 전문가로 성장시켜드리겠습니다.
6098,신동엽,67,0,화학과,운전운송배송,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6099,이민수,63,0,화학과,서비스,20,1,20년 이상의 경력을 통해 여러분을 서비스 전문가로 성장시켜드리겠습니다.
6100,이민수,80,0,수학과,IT개발데이터,30,0,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
6101,신동엽,86,0,지리학과,금융보험,10,1,금융보험에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6102,황지수,77,0,물리학과,회계세무재무,20,1,20년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6103,황지수,60,0,국어국문학과,건설건축,20,0,멘티의 성장과 목표 달성을 위해 건설건축에서 함께 노력하겠습니다.
6104,신동엽,83,0,정치외교학과,디자인,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6105,신동엽,70,0,행정학과,서비스,10,1,편안한 분위기에서 멘티들을 서비스 분야로 이끌어드리겠습니다.
6106,신동엽,81,0,기계공학과,회계세무재무,20,0,세심함의 강점을 살려 저의 회계세무재무 노하우를 알려드리겠습니다.
6107,이민수,81,0,화학공학과,교육,30,1,교육에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6108,박영희,67,0,사학과,서비스,20,0,세심함의 강점을 살려 저의 서비스 노하우를 알려드리겠습니다.
6109,조현우,71,0,정치외교학과,연구R&D,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6110,장미정,60,0,화학공학과,구매자재물류,20,0,구매자재물류에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6111,장미정,66,0,통계학과,서비스,20,1,멘티의 성장과 목표 달성을 위해 서비스에서 함께 노력하겠습니다.
6112,조현우,79,0,전기전자공학,공공복지,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6113,황지수,83,0,미디어커뮤니케이션학과,영업판매무역,30,1,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6114,문지훈,78,0,지리학과,고객상담TM,30,0,세심함의 강점을 살려 저의 고객상담TM 노하우를 알려드리겠습니다.
6115,최은정,69,0,중어중문학과,디자인,30,1,디자인에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6116,정다은,70,0,컴퓨터공학,영업판매무역,30,0,영업판매무역에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6117,김철수,74,0,미디어커뮤니케이션학과,기획전략,30,1,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6118,최은정,68,0,화학공학과,영업판매무역,30,1,세심함의 강점을 살려 저의 영업판매무역 노하우를 알려드리겠습니다.
6119,김철수,76,0,건축학과,서비스,30,1,서비스에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6120,신동엽,83,0,전기전자공학,운전운송배송,10,1,10년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6121,신동엽,61,0,정치외교학과,의료,10,1,10년 이상의 경력을 통해 여러분을 의료 전문가로 성장시켜드리겠습니다.
6122,장미정,78,0,화학공학과,고객상담TM,20,1,멘티의 성장과 목표 달성을 위해 고객상담TM에서 함께 노력하겠습니다.
6123,최은정,78,0,중어중문학과,구매자재물류,10,0,구매자재물류 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6124,최은정,67,0,통계학과,교육,10,1,10년 이상의 경력을 통해 여러분을 교육 전문가로 성장시켜드리겠습니다.
6125,신동엽,61,0,영어영문학과,IT개발데이터,20,1,편안한 분위기에서 멘티들을 IT개발데이터 분야로 이끌어드리겠습니다.
6126,박영희,65,0,컴퓨터공학,회계세무재무,10,1,편안한 분위기에서 멘티들을 회계세무재무 분야로 이끌어드리겠습니다.
6127,이민수,60,0,전기전자공학,금융보험,30,0,멘티의 성장과 목표 달성을 위해 금융보험에서 함께 노력하겠습니다.
6128,김철수,78,0,지리학과,회계세무재무,20,0,편안한 분위기에서 멘티들을 회계세무재무 분야로 이끌어드리겠습니다.
6129,황지수,65,0,국어국문학과,고객상담TM,10,0,고객상담TM에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6130,조현우,62,0,화학공학과,총무법무사무,20,0,세심함의 강점을 살려 저의 총무법무사무 노하우를 알려드리겠습니다.
6131,박영희,69,0,통계학과,생산,20,1,세심함의 강점을 살려 저의 생산 노하우를 알려드리겠습니다.
6132,조현우,60,0,화학공학과,기획전략,30,1,기획전략 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6133,이민수,84,0,중어중문학과,디자인,30,0,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
6134,신동엽,82,0,전기전자공학,구매자재물류,30,0,다양한 경험과 30년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6135,최은정,71,0,건축학과,금융보험,30,0,멘티의 성장과 목표 달성을 위해 금융보험에서 함께 노력하겠습니다.
6136,황지수,77,0,화학공학과,총무법무사무,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6137,황지수,69,0,화학공학과,서비스,30,1,서비스 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6138,이민수,80,0,중어중문학과,인사노무HRD,30,1,인사노무HRD 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6139,이민수,63,0,사학과,건설건축,30,0,편안한 분위기에서 멘티들을 건설건축 분야로 이끌어드리겠습니다.
6140,황지수,82,0,지리학과,서비스,10,0,다양한 경험과 10년의 경력을 통해 멘티 여러분을 지원하겠습니다.
6141,박영희,86,0,국어국문학과,운전운송배송,20,1,운전운송배송 분야의 전문성을 바탕으로 멘티에게 실질적인 도움을 드리겠습니다.
6142,문지훈,71,0,경영학과,디자인,30,1,편안한 분위기에서 멘티들을 디자인 분야로 이끌어드리겠습니다.
6143,문지훈,82,0,수학과,상품기획MD,10,1,세심함의 강점을 살려 저의 상품기획MD 노하우를 알려드리겠습니다.
6144,정다은,67,0,철학과,IT개발데이터,30,1,IT개발데이터에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
6145,김철수,70,0,철학과,디자인,30,0,세심함의 강점을 살려 저의 디자인 노하우를 알려드리겠습니다.
6146,정다은,63,0,화학과,구매자재물류,30,0,30년 동안 쌓아온 경험을 바탕으로 멘티들에게 도움을 드리고 싶습니다.
6147,박영희,77,0,미디어커뮤니케이션학과,건설건축,20,0,건설건축에 대한 열정을 가진 멘티들에게 실질적인 조언을 제공하겠습니다.
